# profile: 1
# sensor: 0 acc:0 BMI120 Accelerometer
0,1542824061448,-1.8323822,3.7138214,8.234146
0,1542824061548,-0.910614,4.4129333,7.463211
0,1542824061649,-0.46051025,4.4680023,8.1766815
0,1542824061748,-0.039123535,5.344284,6.953247
0,1542824061849,1.4117584,4.669113,6.2038574
0,1542824061948,-0.26179504,0.50320435,18.749481
0,1542824062049,1.2417755,1.8822632,11.250839
0,1542824062148,-0.70710754,1.0442963,8.578903
0,1542824062249,0.30802917,1.7409973,5.7489624
0,1542824062348,-0.28334045,3.4001923,6.4959564
0,1542824062448,0.020721436,5.260483,10.515823
0,1542824062548,0.5546417,4.9707794,14.617081
0,1542824062648,-0.5826111,-0.1312561,16.764679
0,1542824062749,1.9767914,1.0802002,6.728195
0,1542824062848,-0.12771606,1.2597656,5.507141
0,1542824062948,-1.238617,2.8710632,4.7098846
0,1542824063048,-1.1380615,5.0138855,6.9795837
0,1542824063149,-0.14207458,5.174286,14.617081
0,1542824063249,-0.85554504,5.404129,15.079163
0,1542824063348,-0.12771606,3.2277985,10.041763
0,1542824063448,-0.072647095,1.2046967,6.7808685
0,1542824063548,-1.0087738,2.5502472,5.423355
0,1542824063648,-2.0239258,4.1878815,4.8439484
0,1542824063749,0.34155273,4.9947205,9.610809
0,1542824063849,1.311203,8.435196,13.278732
0,1542824063948,-1.2649536,1.8080444,12.680176
0,1542824064049,1.5195007,2.3395538,7.343506
0,1542824064148,-0.81484985,3.3355408,4.015564
0,1542824064249,-1.6719666,5.0545807,6.7617035
0,1542824064348,-1.5331116,5.928467,7.51828
0,1542824064448,0.43013,7.391327,11.53096
0,1542824064549,0.24816895,4.985153,9.926849
0,1542824064648,-1.0542755,2.5430603,8.8207245
0,1542824064748,-0.47966003,3.5462341,5.993164
0,1542824064848,-1.068634,4.2716827,5.6268616
0,1542824064948,-2.1508179,4.669113,9.242096
0,1542824065049,-0.45332336,5.5669403,12.0624695
0,1542824065148,1.1268463,2.6627655,14.332169
0,1542824065249,1.4069672,2.734604,8.863815
0,1542824065349,0.20028687,3.5007477,4.202301
0,1542824065449,-1.3487549,3.699463,5.3060303
0,1542824065549,-0.0056152344,5.308365,10.455963
0,1542824065648,-0.5826111,5.040207,12.847778
0,1542824065749,0.64082336,5.0545807,10.609192
0,1542824065848,-0.84358215,3.096115,5.9668274
0,1542824065948,0.4947815,4.2429504,6.874237
0,1542824066048,0.3966217,4.9468384,5.3491364
0,1542824066148,0.5953369,6.321106,5.6747437
0,1542824066248,-0.29769897,4.1639404,9.287598
0,1542824066349,1.1819153,3.6874847,10.568497
0,1542824066449,2.6256256,4.250122,13.891647
0,1542824066548,0.9209442,3.4169464,8.614822
0,1542824066648,0.81799316,3.8215637,8.090485
0,1542824066748,-0.7885132,3.8933868,7.0609894
0,1542824066849,0.32000732,4.750519,6.086548
0,1542824066948,0.95207214,5.2149963,9.740097
0,1542824067049,2.8315277,4.7385406,14.978607
0,1542824067149,1.153183,3.3451233,10.300339
0,1542824067248,-0.43177795,2.9500732,6.139221
0,1542824067348,0.0015716553,3.6300354,6.0099335
0,1542824067449,-0.3072815,4.7577057,8.174286
0,1542824067548,0.76771545,5.138382,10.982681
0,1542824067648,1.2345886,3.5605927,12.119934
0,1542824067748,0.40618896,3.2325897,8.56694
0,1542824067849,-0.13250732,3.699463,7.8750153
0,1542824067948,-0.3360138,3.455246,8.770447
0,1542824068048,-0.1803894,4.329132,7.815155
0,1542824068148,-0.21151733,3.960434,9.294769
